family,cognate_method,eval_method,min_similarity,tree_type,TreeDist,GenQuartetDist
Arabic,Surprisal,PMI-uncalibrated,min-0.0,ward,0.633580196,0.211278195
Arabic,Surprisal,PMI-uncalibrated,min-0.1,ward,0.633580196,0.211278195
Arabic,Surprisal,PMI-uncalibrated,min-0.2,ward,0.633580196,0.211278195
Arabic,Surprisal,PMI-uncalibrated,min-0.3,ward,0.633580196,0.211278195
Arabic,Surprisal,PMI-uncalibrated,min-0.4,ward,0.633580196,0.211278195
Arabic,Surprisal,PMI-uncalibrated,min-0.5,ward,0.633580196,0.211278195
Arabic,Hybrid,PMI-calibrated,min-0.5,ward,0.633580196,0.211278195
Arabic,Hybrid,PMI-uncalibrated,min-0.0,ward,0.633580196,0.211278195
Arabic,Hybrid,PMI-uncalibrated,min-0.1,ward,0.633580196,0.211278195
Arabic,Hybrid,PMI-uncalibrated,min-0.2,ward,0.633580196,0.211278195
Arabic,Hybrid,PMI-uncalibrated,min-0.3,ward,0.633580196,0.211278195
Arabic,Hybrid,PMI-uncalibrated,min-0.4,ward,0.633580196,0.211278195
Arabic,Hybrid,PMI-uncalibrated,min-0.5,ward,0.633580196,0.211278195
Arabic,gold,PMI-calibrated,min-0.3,ward,0.633580196,0.211278195
Arabic,none,Levenshtein-calibrated,min-0.3,ward,0.676508072,0.212781955
Arabic,PMI,Levenshtein-calibrated,min-0.1,ward,0.676508072,0.212781955
Arabic,PMI,Levenshtein-calibrated,min-0.3,ward,0.676508072,0.212781955
Arabic,Phonetic,Surprisal-calibrated,min-0.5,average,0.618199701,0.218796992
Arabic,Phonetic,Surprisal-uncalibrated,min-0.0,average,0.618199701,0.218796992
Arabic,Phonetic,Surprisal-uncalibrated,min-0.1,average,0.618199701,0.218796992
Arabic,Phonetic,Surprisal-uncalibrated,min-0.2,average,0.618199701,0.218796992
Arabic,Phonetic,Surprisal-uncalibrated,min-0.3,average,0.618199701,0.218796992
Arabic,Phonetic,Surprisal-uncalibrated,min-0.4,average,0.618199701,0.218796992
Arabic,Phonetic,Surprisal-uncalibrated,min-0.5,average,0.618199701,0.218796992
Arabic,Phonetic,Surprisal-uncalibrated,N/A,MaxCladeCredibility,0.618199701,0.218796992
Arabic,PMI,Hybrid-calibrated,min-0.2,nj,0.581162068,0.221052632
Arabic,Surprisal,PMI-calibrated,min-0.3,nj,0.586875855,0.221052632
Arabic,Levenshtein,PMI-calibrated,min-0.1,nj,0.659782113,0.222556391
Arabic,Phonetic,Surprisal-calibrated,min-0.0,ward,0.677423559,0.223308271
Arabic,Phonetic,Surprisal-calibrated,min-0.1,ward,0.677423559,0.223308271
Arabic,Phonetic,Surprisal-calibrated,min-0.2,ward,0.677423559,0.223308271
Arabic,Levenshtein,Levenshtein-calibrated,min-0.4,ward,0.70082023,0.223308271
Arabic,none,Phonetic-calibrated,min-0.0,ward,0.702995045,0.22481203
Arabic,Levenshtein,Hybrid-calibrated,min-0.4,ward,0.666275644,0.227067669
Arabic,none,Hybrid-calibrated,min-0.2,nj,0.663283816,0.228571429
Arabic,none,Hybrid-calibrated,min-0.3,nj,0.663283816,0.228571429
Arabic,Levenshtein,Phonetic-calibrated,min-0.0,nj,0.663283816,0.228571429
Arabic,none,Hybrid-calibrated,min-0.3,ward,0.654857521,0.230827068
Arabic,none,Levenshtein-calibrated,min-0.0,ward,0.698192857,0.230827068
Arabic,PMI,Surprisal-calibrated,min-0.3,ward,0.698192857,0.230827068
Arabic,PMI,Hybrid-calibrated,min-0.0,ward,0.654857521,0.230827068
Arabic,PMI,Hybrid-calibrated,min-0.1,ward,0.654857521,0.230827068
Arabic,PMI,Levenshtein-calibrated,min-0.0,ward,0.698192857,0.230827068
Arabic,Surprisal,Surprisal-calibrated,min-0.0,ward,0.698192857,0.230827068
Arabic,Surprisal,Surprisal-calibrated,min-0.1,ward,0.698192857,0.230827068
Arabic,Surprisal,Surprisal-calibrated,min-0.4,ward,0.698192857,0.230827068
Arabic,Surprisal,Hybrid-calibrated,min-0.3,ward,0.654857521,0.230827068
Arabic,Surprisal,Levenshtein-calibrated,min-0.0,ward,0.698192857,0.230827068
Arabic,Surprisal,Levenshtein-calibrated,min-0.2,ward,0.698192857,0.230827068
Arabic,Surprisal,Levenshtein-calibrated,min-0.3,ward,0.698192857,0.230827068
Arabic,Hybrid,Surprisal-calibrated,min-0.0,ward,0.698192857,0.230827068
Arabic,Hybrid,Levenshtein-calibrated,min-0.0,ward,0.698192857,0.230827068
Arabic,Hybrid,Levenshtein-calibrated,min-0.1,ward,0.698192857,0.230827068
Arabic,Hybrid,Levenshtein-calibrated,min-0.2,ward,0.698192857,0.230827068
Arabic,Hybrid,Levenshtein-calibrated,min-0.3,ward,0.698192857,0.230827068
Arabic,Levenshtein,Levenshtein-calibrated,min-0.0,ward,0.698192857,0.230827068
Arabic,Levenshtein,Levenshtein-calibrated,min-0.1,ward,0.698192857,0.230827068
Arabic,Levenshtein,Levenshtein-calibrated,min-0.2,ward,0.698192857,0.230827068
Arabic,gold,Levenshtein-calibrated,min-0.2,ward,0.698192857,0.230827068
Arabic,PMI,Phonetic-calibrated,min-0.1,ward,0.691200952,0.235338346
Arabic,Levenshtein,PMI-calibrated,min-0.2,nj,0.659782113,0.236090226
Arabic,Hybrid,PMI-calibrated,min-0.3,nj,0.586875855,0.237593985
Arabic,none,Surprisal-calibrated,min-0.0,ward,0.688540947,0.238345865
Arabic,Surprisal,Surprisal-calibrated,min-0.2,ward,0.688540947,0.238345865
Arabic,Surprisal,Levenshtein-calibrated,min-0.5,ward,0.688540947,0.238345865
Arabic,Surprisal,Levenshtein-uncalibrated,min-0.0,ward,0.688540947,0.238345865
Arabic,Surprisal,Levenshtein-uncalibrated,min-0.1,ward,0.688540947,0.238345865
Arabic,Surprisal,Levenshtein-uncalibrated,min-0.2,ward,0.688540947,0.238345865
Arabic,Surprisal,Levenshtein-uncalibrated,min-0.3,ward,0.688540947,0.238345865
Arabic,Surprisal,Levenshtein-uncalibrated,min-0.4,ward,0.688540947,0.238345865
Arabic,Surprisal,Levenshtein-uncalibrated,min-0.5,ward,0.688540947,0.238345865
Arabic,Hybrid,Surprisal-calibrated,min-0.2,ward,0.688540947,0.238345865
Arabic,Levenshtein,Levenshtein-calibrated,min-0.5,ward,0.688540947,0.238345865
Arabic,Levenshtein,Levenshtein-uncalibrated,min-0.0,ward,0.688540947,0.238345865
Arabic,Levenshtein,Levenshtein-uncalibrated,min-0.1,ward,0.688540947,0.238345865
Arabic,Levenshtein,Levenshtein-uncalibrated,min-0.2,ward,0.688540947,0.238345865
Arabic,Levenshtein,Levenshtein-uncalibrated,min-0.3,ward,0.688540947,0.238345865
Arabic,Levenshtein,Levenshtein-uncalibrated,min-0.4,ward,0.688540947,0.238345865
Arabic,Levenshtein,Levenshtein-uncalibrated,min-0.5,ward,0.688540947,0.238345865
Arabic,gold,Levenshtein-calibrated,min-0.5,ward,0.688540947,0.238345865
Arabic,gold,Levenshtein-uncalibrated,min-0.0,ward,0.688540947,0.238345865
Arabic,gold,Levenshtein-uncalibrated,min-0.1,ward,0.688540947,0.238345865
Arabic,gold,Levenshtein-uncalibrated,min-0.2,ward,0.688540947,0.238345865
Arabic,gold,Levenshtein-uncalibrated,min-0.3,ward,0.688540947,0.238345865
Arabic,gold,Levenshtein-uncalibrated,min-0.4,ward,0.688540947,0.238345865
Arabic,gold,Levenshtein-uncalibrated,min-0.5,ward,0.688540947,0.238345865
Arabic,none,Levenshtein-calibrated,min-0.1,ward,0.698192857,0.239849624
Arabic,none,Levenshtein-calibrated,min-0.2,ward,0.698192857,0.239849624
Arabic,PMI,Levenshtein-calibrated,min-0.2,ward,0.698192857,0.239849624
Arabic,Phonetic,Hybrid-calibrated,min-0.0,ward,0.676089369,0.241353383
Arabic,Phonetic,Hybrid-calibrated,min-0.1,ward,0.676089369,0.241353383
Arabic,Phonetic,Hybrid-calibrated,min-0.2,ward,0.676089369,0.241353383
Arabic,Phonetic,Hybrid-calibrated,min-0.3,ward,0.676089369,0.241353383
Arabic,Phonetic,Hybrid-calibrated,min-0.4,ward,0.676089369,0.241353383
Arabic,Phonetic,Hybrid-calibrated,min-0.1,nj,0.655763988,0.244360902
Arabic,gold,Hybrid-calibrated,min-0.0,ward,0.637132251,0.244360902
Arabic,none,Levenshtein-calibrated,min-0.5,ward,0.688540947,0.247368421
Arabic,none,Levenshtein-uncalibrated,min-0.0,ward,0.688540947,0.247368421
Arabic,none,Levenshtein-uncalibrated,min-0.1,ward,0.688540947,0.247368421
Arabic,none,Levenshtein-uncalibrated,min-0.2,ward,0.688540947,0.247368421
Arabic,none,Levenshtein-uncalibrated,min-0.3,ward,0.688540947,0.247368421
Arabic,none,Levenshtein-uncalibrated,min-0.4,ward,0.688540947,0.247368421
Arabic,none,Levenshtein-uncalibrated,min-0.5,ward,0.688540947,0.247368421
Arabic,PMI,Levenshtein-calibrated,min-0.5,ward,0.688540947,0.247368421
Arabic,PMI,Levenshtein-uncalibrated,min-0.0,ward,0.688540947,0.247368421
Arabic,PMI,Levenshtein-uncalibrated,min-0.1,ward,0.688540947,0.247368421
Arabic,PMI,Levenshtein-uncalibrated,min-0.2,ward,0.688540947,0.247368421
Arabic,PMI,Levenshtein-uncalibrated,min-0.3,ward,0.688540947,0.247368421
Arabic,PMI,Levenshtein-uncalibrated,min-0.4,ward,0.688540947,0.247368421
Arabic,PMI,Levenshtein-uncalibrated,min-0.5,ward,0.688540947,0.247368421
Arabic,Levenshtein,Levenshtein-calibrated,min-0.3,nj,0.638410909,0.248120301
Arabic,none,PMI-calibrated,min-0.2,complete,0.656561591,0.24962406
Arabic,Levenshtein,Phonetic-calibrated,min-0.3,nj,0.698364588,0.25112782
Arabic,gold,Surprisal-calibrated,min-0.4,ward,0.622686086,0.251879699
Arabic,gold,Hybrid-calibrated,min-0.5,ward,0.622686086,0.251879699
Arabic,gold,Hybrid-uncalibrated,min-0.0,ward,0.622686086,0.251879699
Arabic,gold,Hybrid-uncalibrated,min-0.1,ward,0.622686086,0.251879699
Arabic,gold,Hybrid-uncalibrated,min-0.2,ward,0.622686086,0.251879699
Arabic,gold,Hybrid-uncalibrated,min-0.3,ward,0.622686086,0.251879699
Arabic,gold,Hybrid-uncalibrated,min-0.4,ward,0.622686086,0.251879699
Arabic,gold,Hybrid-uncalibrated,min-0.5,ward,0.622686086,0.251879699
Arabic,Surprisal,PMI-calibrated,min-0.2,ward,0.687421026,0.252631579
Arabic,Hybrid,PMI-calibrated,min-0.2,ward,0.687421026,0.252631579
Arabic,PMI,Phonetic-calibrated,min-0.2,ward,0.700652591,0.254135338
Arabic,PMI,Phonetic-calibrated,min-0.3,ward,0.700652591,0.254135338
Arabic,Hybrid,Phonetic-calibrated,min-0.2,ward,0.700652591,0.254135338
Arabic,Levenshtein,Phonetic-calibrated,min-0.2,ward,0.700652591,0.254135338
Arabic,Levenshtein,Phonetic-calibrated,min-0.3,ward,0.700652591,0.254135338
Arabic,gold,Phonetic-calibrated,min-0.3,ward,0.700652591,0.254135338
Arabic,Levenshtein,Hybrid-calibrated,min-0.5,ward,0.622686086,0.254887218
Arabic,Levenshtein,Hybrid-uncalibrated,min-0.0,ward,0.622686086,0.254887218
Arabic,Levenshtein,Hybrid-uncalibrated,min-0.1,ward,0.622686086,0.254887218
Arabic,Levenshtein,Hybrid-uncalibrated,min-0.2,ward,0.622686086,0.254887218
Arabic,Levenshtein,Hybrid-uncalibrated,min-0.3,ward,0.622686086,0.254887218
Arabic,Levenshtein,Hybrid-uncalibrated,min-0.4,ward,0.622686086,0.254887218
Arabic,Levenshtein,Hybrid-uncalibrated,min-0.5,ward,0.622686086,0.254887218
Arabic,PMI,Phonetic-calibrated,min-0.4,ward,0.706670727,0.255639098
Arabic,PMI,Phonetic-calibrated,min-0.5,ward,0.706670727,0.255639098
Arabic,PMI,Phonetic-uncalibrated,min-0.0,ward,0.706670727,0.255639098
Arabic,PMI,Phonetic-uncalibrated,min-0.1,ward,0.706670727,0.255639098
Arabic,PMI,Phonetic-uncalibrated,min-0.2,ward,0.706670727,0.255639098
Arabic,PMI,Phonetic-uncalibrated,min-0.3,ward,0.706670727,0.255639098
Arabic,PMI,Phonetic-uncalibrated,min-0.4,ward,0.706670727,0.255639098
Arabic,PMI,Phonetic-uncalibrated,min-0.5,ward,0.706670727,0.255639098
Arabic,Surprisal,Phonetic-calibrated,min-0.4,ward,0.706670727,0.255639098
Arabic,Hybrid,Phonetic-calibrated,min-0.0,nj,0.675056028,0.255639098
Arabic,Hybrid,Phonetic-calibrated,min-0.4,ward,0.706670727,0.255639098
Arabic,Hybrid,Phonetic-calibrated,min-0.5,ward,0.706670727,0.255639098
Arabic,Hybrid,Phonetic-uncalibrated,min-0.0,ward,0.706670727,0.255639098
Arabic,Hybrid,Phonetic-uncalibrated,min-0.1,ward,0.706670727,0.255639098
Arabic,Hybrid,Phonetic-uncalibrated,min-0.2,ward,0.706670727,0.255639098
Arabic,Hybrid,Phonetic-uncalibrated,min-0.3,ward,0.706670727,0.255639098
Arabic,Hybrid,Phonetic-uncalibrated,min-0.4,ward,0.706670727,0.255639098
Arabic,Hybrid,Phonetic-uncalibrated,min-0.5,ward,0.706670727,0.255639098
Arabic,Hybrid,Surprisal-calibrated,min-0.0,nj,0.57898435,0.255639098
Arabic,Levenshtein,Phonetic-calibrated,min-0.4,ward,0.706670727,0.255639098
Arabic,Levenshtein,PMI-calibrated,min-0.3,nj,0.654913936,0.255639098
Arabic,Levenshtein,Hybrid-calibrated,min-0.5,nj,0.57898435,0.255639098
Arabic,Levenshtein,Hybrid-uncalibrated,min-0.0,nj,0.57898435,0.255639098
Arabic,Levenshtein,Hybrid-uncalibrated,min-0.1,nj,0.57898435,0.255639098
Arabic,Levenshtein,Hybrid-uncalibrated,min-0.2,nj,0.57898435,0.255639098
Arabic,Levenshtein,Hybrid-uncalibrated,min-0.3,nj,0.57898435,0.255639098
Arabic,Levenshtein,Hybrid-uncalibrated,min-0.4,nj,0.57898435,0.255639098
Arabic,Levenshtein,Hybrid-uncalibrated,min-0.5,nj,0.57898435,0.255639098
Arabic,gold,Phonetic-calibrated,min-0.2,ward,0.706670727,0.255639098
Arabic,gold,Phonetic-calibrated,min-0.4,ward,0.706670727,0.255639098
Arabic,gold,Phonetic-calibrated,min-0.5,ward,0.706670727,0.255639098
Arabic,gold,Phonetic-uncalibrated,min-0.0,ward,0.706670727,0.255639098
Arabic,gold,Phonetic-uncalibrated,min-0.1,ward,0.706670727,0.255639098
Arabic,gold,Phonetic-uncalibrated,min-0.2,ward,0.706670727,0.255639098
Arabic,gold,Phonetic-uncalibrated,min-0.3,ward,0.706670727,0.255639098
Arabic,gold,Phonetic-uncalibrated,min-0.4,ward,0.706670727,0.255639098
Arabic,gold,Phonetic-uncalibrated,min-0.5,ward,0.706670727,0.255639098
Arabic,Levenshtein,PMI-calibrated,min-0.4,nj,0.654913936,0.258646617
Arabic,none,Phonetic-calibrated,min-0.1,ward,0.691200952,0.261654135
Arabic,Phonetic,Surprisal-calibrated,min-0.0,complete,0.691200952,0.261654135
Arabic,Phonetic,Surprisal-calibrated,min-0.1,complete,0.691200952,0.261654135
Arabic,Phonetic,Surprisal-calibrated,min-0.2,complete,0.691200952,0.261654135
Arabic,Phonetic,Surprisal-calibrated,min-0.4,complete,0.691200952,0.261654135
Arabic,Hybrid,Levenshtein-calibrated,min-0.5,ward,0.688540947,0.263157895
Arabic,Hybrid,Levenshtein-uncalibrated,min-0.0,ward,0.688540947,0.263157895
Arabic,Hybrid,Levenshtein-uncalibrated,min-0.1,ward,0.688540947,0.263157895
Arabic,Hybrid,Levenshtein-uncalibrated,min-0.2,ward,0.688540947,0.263157895
Arabic,Hybrid,Levenshtein-uncalibrated,min-0.3,ward,0.688540947,0.263157895
Arabic,Hybrid,Levenshtein-uncalibrated,min-0.4,ward,0.688540947,0.263157895
Arabic,Hybrid,Levenshtein-uncalibrated,min-0.5,ward,0.688540947,0.263157895
Arabic,none,Hybrid-calibrated,min-0.5,average,0.660197109,0.266917293
Arabic,none,Hybrid-calibrated,min-0.5,weighted,0.660197109,0.266917293
Arabic,none,Hybrid-uncalibrated,min-0.0,average,0.660197109,0.266917293
Arabic,none,Hybrid-uncalibrated,min-0.0,weighted,0.660197109,0.266917293
Arabic,none,Hybrid-uncalibrated,min-0.1,average,0.660197109,0.266917293
Arabic,none,Hybrid-uncalibrated,min-0.1,weighted,0.660197109,0.266917293
Arabic,none,Hybrid-uncalibrated,min-0.2,average,0.660197109,0.266917293
Arabic,none,Hybrid-uncalibrated,min-0.2,weighted,0.660197109,0.266917293
Arabic,none,Hybrid-uncalibrated,min-0.3,average,0.660197109,0.266917293
Arabic,none,Hybrid-uncalibrated,min-0.3,weighted,0.660197109,0.266917293
Arabic,none,Hybrid-uncalibrated,min-0.4,average,0.660197109,0.266917293
Arabic,none,Hybrid-uncalibrated,min-0.4,weighted,0.660197109,0.266917293
Arabic,none,Hybrid-uncalibrated,min-0.5,average,0.660197109,0.266917293
Arabic,none,Hybrid-uncalibrated,min-0.5,weighted,0.660197109,0.266917293
Arabic,none,Hybrid-uncalibrated,N/A,MaxCladeCredibility,0.660197109,0.266917293
Arabic,PMI,Hybrid-calibrated,min-0.5,average,0.660197109,0.266917293
Arabic,PMI,Hybrid-calibrated,min-0.5,weighted,0.660197109,0.266917293
Arabic,PMI,Hybrid-uncalibrated,min-0.0,average,0.660197109,0.266917293
Arabic,PMI,Hybrid-uncalibrated,min-0.0,weighted,0.660197109,0.266917293
Arabic,PMI,Hybrid-uncalibrated,min-0.1,average,0.660197109,0.266917293
Arabic,PMI,Hybrid-uncalibrated,min-0.1,weighted,0.660197109,0.266917293
Arabic,PMI,Hybrid-uncalibrated,min-0.2,average,0.660197109,0.266917293
Arabic,PMI,Hybrid-uncalibrated,min-0.2,weighted,0.660197109,0.266917293
Arabic,PMI,Hybrid-uncalibrated,min-0.3,average,0.660197109,0.266917293
Arabic,PMI,Hybrid-uncalibrated,min-0.3,weighted,0.660197109,0.266917293
Arabic,PMI,Hybrid-uncalibrated,min-0.4,average,0.660197109,0.266917293
Arabic,PMI,Hybrid-uncalibrated,min-0.4,weighted,0.660197109,0.266917293
Arabic,PMI,Hybrid-uncalibrated,min-0.5,average,0.660197109,0.266917293
Arabic,PMI,Hybrid-uncalibrated,min-0.5,weighted,0.660197109,0.266917293
Arabic,PMI,Hybrid-uncalibrated,N/A,MaxCladeCredibility,0.660197109,0.266917293
Arabic,Surprisal,Hybrid-calibrated,min-0.5,average,0.660197109,0.266917293
Arabic,Surprisal,Hybrid-calibrated,min-0.5,weighted,0.660197109,0.266917293
Arabic,Surprisal,Hybrid-uncalibrated,min-0.0,average,0.660197109,0.266917293
Arabic,Surprisal,Hybrid-uncalibrated,min-0.0,weighted,0.660197109,0.266917293
Arabic,Surprisal,Hybrid-uncalibrated,min-0.1,average,0.660197109,0.266917293
Arabic,Surprisal,Hybrid-uncalibrated,min-0.1,weighted,0.660197109,0.266917293
Arabic,Surprisal,Hybrid-uncalibrated,min-0.2,average,0.660197109,0.266917293
Arabic,Surprisal,Hybrid-uncalibrated,min-0.2,weighted,0.660197109,0.266917293
Arabic,Surprisal,Hybrid-uncalibrated,min-0.3,average,0.660197109,0.266917293
Arabic,Surprisal,Hybrid-uncalibrated,min-0.3,weighted,0.660197109,0.266917293
Arabic,Surprisal,Hybrid-uncalibrated,min-0.4,average,0.660197109,0.266917293
Arabic,Surprisal,Hybrid-uncalibrated,min-0.4,weighted,0.660197109,0.266917293
Arabic,Surprisal,Hybrid-uncalibrated,min-0.5,average,0.660197109,0.266917293
Arabic,Surprisal,Hybrid-uncalibrated,min-0.5,weighted,0.660197109,0.266917293
Arabic,Surprisal,Hybrid-uncalibrated,N/A,MaxCladeCredibility,0.660197109,0.266917293
Arabic,Hybrid,Hybrid-calibrated,min-0.5,average,0.660197109,0.266917293
Arabic,Hybrid,Hybrid-calibrated,min-0.5,weighted,0.660197109,0.266917293
Arabic,Hybrid,Hybrid-uncalibrated,min-0.0,average,0.660197109,0.266917293
Arabic,Hybrid,Hybrid-uncalibrated,min-0.0,weighted,0.660197109,0.266917293
Arabic,Hybrid,Hybrid-uncalibrated,min-0.1,average,0.660197109,0.266917293
Arabic,Hybrid,Hybrid-uncalibrated,min-0.1,weighted,0.660197109,0.266917293
Arabic,Hybrid,Hybrid-uncalibrated,min-0.2,average,0.660197109,0.266917293
Arabic,Hybrid,Hybrid-uncalibrated,min-0.2,weighted,0.660197109,0.266917293
Arabic,Hybrid,Hybrid-uncalibrated,min-0.3,average,0.660197109,0.266917293
Arabic,Hybrid,Hybrid-uncalibrated,min-0.3,weighted,0.660197109,0.266917293
Arabic,Hybrid,Hybrid-uncalibrated,min-0.4,average,0.660197109,0.266917293
Arabic,Hybrid,Hybrid-uncalibrated,min-0.4,weighted,0.660197109,0.266917293
Arabic,Hybrid,Hybrid-uncalibrated,min-0.5,average,0.660197109,0.266917293
Arabic,Hybrid,Hybrid-uncalibrated,min-0.5,weighted,0.660197109,0.266917293
Arabic,Hybrid,Hybrid-uncalibrated,N/A,MaxCladeCredibility,0.660197109,0.266917293
Arabic,gold,Hybrid-calibrated,min-0.5,average,0.660197109,0.266917293
Arabic,gold,Hybrid-calibrated,min-0.5,weighted,0.660197109,0.266917293
Arabic,gold,Hybrid-uncalibrated,min-0.0,average,0.660197109,0.266917293
Arabic,gold,Hybrid-uncalibrated,min-0.0,weighted,0.660197109,0.266917293
Arabic,gold,Hybrid-uncalibrated,min-0.1,average,0.660197109,0.266917293
Arabic,gold,Hybrid-uncalibrated,min-0.1,weighted,0.660197109,0.266917293
Arabic,gold,Hybrid-uncalibrated,min-0.2,average,0.660197109,0.266917293
Arabic,gold,Hybrid-uncalibrated,min-0.2,weighted,0.660197109,0.266917293
Arabic,gold,Hybrid-uncalibrated,min-0.3,average,0.660197109,0.266917293
Arabic,gold,Hybrid-uncalibrated,min-0.3,weighted,0.660197109,0.266917293
Arabic,gold,Hybrid-uncalibrated,min-0.4,average,0.660197109,0.266917293
Arabic,gold,Hybrid-uncalibrated,min-0.4,weighted,0.660197109,0.266917293
Arabic,gold,Hybrid-uncalibrated,min-0.5,average,0.660197109,0.266917293
Arabic,gold,Hybrid-uncalibrated,min-0.5,weighted,0.660197109,0.266917293
Arabic,gold,Hybrid-uncalibrated,N/A,MaxCladeCredibility,0.660197109,0.266917293
Arabic,Phonetic,PMI-calibrated,min-0.0,ward,0.642990897,0.267669173
Arabic,Phonetic,PMI-calibrated,min-0.1,ward,0.642990897,0.267669173
Arabic,Phonetic,PMI-calibrated,min-0.2,ward,0.642990897,0.267669173
Arabic,Phonetic,Hybrid-calibrated,min-0.4,complete,0.684372448,0.27443609
Arabic,Phonetic,Phonetic-calibrated,min-0.2,ward,0.728968721,0.281203008
Arabic,Surprisal,Phonetic-calibrated,min-0.2,ward,0.728968721,0.281203008
Arabic,none,PMI-calibrated,min-0.0,ward,0.687649477,0.281954887
Arabic,PMI,PMI-calibrated,min-0.5,nj,0.646652271,0.281954887
Arabic,PMI,PMI-uncalibrated,min-0.0,nj,0.646652271,0.281954887
Arabic,PMI,PMI-uncalibrated,min-0.1,nj,0.646652271,0.281954887
Arabic,PMI,PMI-uncalibrated,min-0.2,nj,0.646652271,0.281954887
Arabic,PMI,PMI-uncalibrated,min-0.3,nj,0.646652271,0.281954887
Arabic,PMI,PMI-uncalibrated,min-0.4,nj,0.646652271,0.281954887
Arabic,PMI,PMI-uncalibrated,min-0.5,nj,0.646652271,0.281954887
Arabic,PMI,Surprisal-calibrated,min-0.4,ward,0.646584701,0.281954887
Arabic,PMI,Hybrid-calibrated,min-0.5,ward,0.646584701,0.281954887
Arabic,PMI,Hybrid-uncalibrated,min-0.0,ward,0.646584701,0.281954887
Arabic,PMI,Hybrid-uncalibrated,min-0.1,ward,0.646584701,0.281954887
Arabic,PMI,Hybrid-uncalibrated,min-0.2,ward,0.646584701,0.281954887
Arabic,PMI,Hybrid-uncalibrated,min-0.3,ward,0.646584701,0.281954887
Arabic,PMI,Hybrid-uncalibrated,min-0.4,ward,0.646584701,0.281954887
Arabic,PMI,Hybrid-uncalibrated,min-0.5,ward,0.646584701,0.281954887
Arabic,Levenshtein,Phonetic-calibrated,min-0.1,ward,0.7135608,0.281954887
Arabic,none,Phonetic-calibrated,min-0.2,ward,0.728968721,0.282706767
Arabic,PMI,PMI-calibrated,min-0.3,nj,0.666909089,0.290977444
Arabic,Phonetic,Phonetic-calibrated,min-0.0,ward,0.679726218,0.293984962
Arabic,none,PMI-calibrated,min-0.0,nj,0.593812545,0.294736842
Arabic,gold,Surprisal-calibrated,min-0.0,ward,0.707125478,0.295488722
Arabic,gold,Surprisal-calibrated,min-0.1,ward,0.707125478,0.295488722
Arabic,gold,Surprisal-calibrated,min-0.2,ward,0.707125478,0.295488722
Arabic,none,Surprisal-calibrated,min-0.3,ward,0.707125478,0.296992481
Arabic,Surprisal,Hybrid-calibrated,min-0.2,ward,0.707125478,0.296992481
Arabic,Hybrid,Hybrid-calibrated,min-0.0,ward,0.707125478,0.296992481
